tested_ids,most_possible_action,most_possible_action_cf,second_possible_action,second_possible_action_cf,third_possible_action,third_possible_action_cf,ground_truth_action
911,agent_2-actionmoveto-chess_3,0.7,agent_2-actionpointto-chess_3,0.2,agent_2-actionrotateto-chess_3,0.1,"agent_2-actionrotateto-[-70.0, -406.0]"
912,agent_1-actionfollowpointing-agent_2,0.7,agent_1-actionmovetoattention-agent_2,0.2,agent_1-actionspeak-thank_you,0.1,agent_1-actionmoveto-agent_2
913,agent_1-actionmoveto-dumbbell_3,0.7,agent_1-actionfollowpointing-agent_2,0.2,agent_1-actiongrab-dumbbell_3,0.1,agent_1-actionfollowpointing-agent_2
914,agent_2-actionmoveto-shelf_4,0.7,agent_2-actionopen-shelf_4,0.2,agent_2-actionwavehand-agent_1,0.1,agent_2-actionmoveto-agent_1
915,Agent_2-ActionOpen-Shelf_4,0.7,Agent_2-ActionGrab-Chess_3,0.6,Agent_2-ActionPointTo-Chess_3,0.5,agent_2-actionmoveto-shelf_4
916,agent_2-actiongrab-chess_3,0.7,agent_2-actionmoveto-agent_1,0.2,agent_2-actionplay-chess_3,0.1,agent_2-actionopen-shelf_4
917,agent_2-actiongrab-chess_3,0.7,agent_2-actionplay-chess_3,0.6,agent_2-actionmoveto-agent_1,0.5,agent_2-actiongrab-chess_3
918,agent_2-actionplay-chess_3,0.9,agent_2-actionmoveto-agent_1,0.7,agent_2-actionspeak-thank,0.4,agent_2-actionmovetoattention-agent_1
919,agent_2-actionplay-chess_3,0.8,agent_2-actiongiveto-chess_3-agent_1,0.6,agent_2-actionspeak-thank_you,0.3,agent_2-actionplay-chess_3
920,agent_2-actionmoveto-box_4,0.6,agent_2-actionrotateto-box_4,0.3,agent_2-actionwait,0.1,"agent_2-actionrotateto-[-616.0, 14.0]"
921,agent_2-actionmoveto-box_4,0.5,agent_2-actionrotateto-box_4,0.3,agent_2-actionopen-box_4,0.2,agent_2-actionrotateto-box_4
922,agent_2-actiongrab-dumbbell_5,0.5,agent_2-actionopen-box_4,0.3,agent_2-actionwait,0.2,agent_2-actionmoveto-box_4
923,agent_2-actionmoveto-box_6,0.8,agent_2-actionrotateto-box_6,0.15,agent_2-actiongrab-dumbbell_5,0.05,agent_2-actionopen-box_4
924,agent_2-actionmoveto-box_6,0.85,agent_2-actiongrab-dumbbell_5,0.65,agent_2-actionrotateto-box_6,0.45,"agent_2-actionrotateto-[-210.00000000000006, -602.0]"
925,agent_1-actiongrab-cup_4,0.7,agent_1-actionmoveto-table_3,0.2,agent_1-actionwait,0.1,agent_1-actiongrab-cup_4
926,agent_1-actionputonto-cup_4-table_3,0.95,agent_1-actionmoveto-table_3,0.03,agent_1-actionwait,0.02,agent_1-actionmoveto-table_3
927,agent_1-actionputonto-cup_4-table_3,0.95,agent_1-actionwait,0.03,agent_1-actionrotateto-table_3,0.02,agent_1-actionputonto-cup_4
928,agent_2-actionpointto-box_4,0.5,agent_2-actionwavehand-agent_1,0.3,agent_2-actionspeak-hello,0.2,agent_2-actionwait
929,agent_2-actionpointto-box_4,0.6,agent_2-actionspeak-hello,0.3,agent_2-actionwait,0.1,agent_2-actionwait
930,agent_2-actionspeak-hello,0.6,agent_2-actionwavehand-agent_1,0.3,agent_2-actionwait,0.1,agent_2-actionwait
931,agent_2-actionspeak-hello,0.7,agent_2-actionwavehand-agent_1,0.2,agent_2-actionwait,0.1,agent_2-actionwait
932,agent_2-actionspeak-hello,0.9,agent_2-actionwavehand-agent_1,0.7,agent_2-actionmovetoattention-agent_1,0.5,agent_2-actionwait
933,agent_2-actionwavehand-agent_1,0.6,agent_2-actionspeak-hello,0.3,agent_2-actionwait,0.1,agent_2-actionwait
934,agent_2-actionwavehand-agent_1,0.6,agent_2-actionspeak-hello,0.3,agent_2-actionnodhead-agent_1,0.1,agent_2-actionwait
935,agent_1-actionmoveto-shelf_6,0.7,agent_1-actionrotateto-shelf_6,0.2,agent_1-actionwait,0.1,agent_1-actionmoveto-shelf_6
936,agent_1-actiongrab-key_5,0.7,agent_1-actionputinto-key_5-shelf_6,0.2,agent_1-actionwait,0.1,agent_1-actiongrab-key_5
937,agent_1-actionmoveto-box_4,0.6,agent_1-actionputinto-key_5-box_4,0.3,agent_1-actionwait,0.1,"agent_1-actionmoveto-[-140.0, -168.0]"
938,"Agent_1-ActionMoveTo-[-300, -300]",0.7,Agent_1-ActionWait,0.2,Agent_1-ActionPutInto-Key_5-Box_4,0.1,"agent_1-actionrotateto-[-307.99999999999994, -97.99999999999989]"
939,agent_2-actionspeak-hello,0.5,agent_2-actionwavehand-agent_1,0.3,agent_2-actionpointto-dumbbell_3,0.2,agent_2-actionspeak-hello!
940,agent_2-actionmoveto-dumbbell_3,0.7,agent_2-actionrotateto-dumbbell_3,0.2,agent_2-actionpointto-dumbbell_3,0.1,agent_2-actionpointto-dumbbell_3
941,agent_1-actionmoveto-box_5,0.5,agent_1-actionwait,0.3,agent_1-actionrotateto-box_5,0.2,agent_1-actionmovetoattention-agent_2
942,agent_1-actiongrab-key_9,0.6,agent_1-actiongrab-cup_3,0.3,agent_1-actionwait,0.1,agent_1-actionmoveto-cup_3
943,agent_1-actionwavehand-agent_2,0.5,agent_1-actionspeak-hello,0.3,agent_1-actionwait,0.2,agent_1-actionwait
944,agent_1-actionspeak-hello,0.5,agent_1-actionwait,0.3,agent_1-actionmoveto-table_6,0.2,agent_1-actionmoveto-cup_3
945,agent_1-actionmovetoattention-agent_2,0.6,agent_1-actionwait,0.3,agent_1-actionspeak,0.1,agent_1-actionmoveto-cup_3
946,agent_1-actionwait,0.8,agent_1-actionmoveto-key_9,0.1,agent_1-actionspeak,0.1,agent_1-actionrotateto-table_6
947,agent_1-actionwait,0.7,agent_1-actionmoveto-shelf_4,0.2,agent_1-actionrotateto-key_9,0.1,agent_1-actionrotateto-table_6
948,agent_1-actionwait,0.6,agent_1-actionmoveto-table_5,0.3,agent_1-actionspeak-hello,0.1,"agent_1-actionrotateto-[-546.0, -336.0]"
949,agent_1-actionmoveto-box_4,0.7,agent_1-actionrotateto-box_4,0.2,agent_1-actionwait,0.1,"agent_1-actionrotateto-[-294.0, -308.0]"
950,agent_1-actionmoveto-table_8,0.7,agent_1-actionspeak-hello,0.2,agent_1-actionwait,0.1,agent_1-actionrotateto-agent_2
951,agent_1-actionmoveto-table_8,0.5,agent_1-actionrotateto-box_4,0.3,agent_1-actionwavehand-agent_2,0.2,agent_1-actionrotateto-agent_2
952,agent_1-actiongrab-key_3,0.95,agent_1-actionspeak-thank,0.65,agent_1-actionmoveto-box_4,0.5,agent_1-actionmoveto-agent_2
953,agent_1-actiongrab-key_3,0.9,agent_1-actionmoveto-box_4,0.7,agent_1-actionspeak-thank,0.3,"agent_1-actionmoveto-[112.0, -154.0]"
954,agent_1-actiongrab-key_3,0.9,agent_1-actionmoveto-box_4,0.6,agent_1-actionspeak-thank,0.3,"agent_1-actionrotateto-[84.00000000000011, -14.0]"
955,agent_1-actiongrab-key_3,0.95,agent_1-actionmoveto-box_4,0.03,agent_1-actionspeak-thank,0.02,agent_1-actionmoveto-key_3
956,agent_1-actiongrab-key_3,0.95,agent_1-actionmoveto-box_4,0.03,agent_1-actionspeak-thank_you,0.02,agent_1-actiongrab-key_3
957,agent_1-actionmoveto-key_8,0.7,agent_1-actionopen-box_4,0.2,agent_1-actionwait,0.1,agent_1-actionmoveto-key_8
958,agent_1-actiongrab-key_8,0.8,agent_1-actionmoveto-box_4,0.15,agent_1-actionspeak-thank_you,0.05,agent_1-actiongrab-key_8
959,agent_1-actionmoveto-key_8,0.7,agent_1-actionspeak-hello,0.2,agent_1-actionwait,0.1,agent_1-actionmoveto-chess_6
960,agent_1-actionmoveto-box_7,0.7,agent_1-actionunlock-box_7,0.6,agent_1-actionspeak-hello,0.3,agent_1-actionunlock-box_7
961,agent_1-actionmoveto-key_8,0.85,agent_1-actionwait,0.1,agent_1-actionspeak-hello,0.05,agent_1-actionmoveto-agent_2
962,agent_1-actionwavehand-agent_2,0.5,agent_1-actionspeak-hello,0.3,agent_1-actionmoveto-key_8,0.2,agent_1-actionrotateto-books_3
963,agent_1-actionmoveto-key_8,0.7,agent_1-actionspeak-hello,0.2,agent_1-actionwait,0.1,"agent_1-actionrotateto-[-336.0, -560.0]"
964,agent_1-actionmoveto-key_8,0.6,agent_1-actionmoveto-box_7,0.3,agent_1-actionspeak,0.1,"agent_1-actionrotateto-[518.0, -560.0]"
965,agent_1-actionmoveto-key_8,0.7,agent_1-actionspeak-hello,0.2,agent_1-actionrotateto-agent_2,0.1,"agent_1-actionrotateto-[-448.0, 307.99999999999994]"
966,agent_1-actionmoveto-key_8,0.7,agent_1-actionspeak-hello,0.2,agent_1-actionmoveto-box_7,0.1,agent_1-actionrotateto-key_8
967,agent_2-actionmoveto-chess_3,0.6,agent_2-actionwavehand-agent_1,0.3,agent_2-actionpointto-chess_3,0.1,agent_2-actionperform-drink
968,agent_2-actionwait,0.6,agent_2-actionmoveto,0.3,agent_2-actionrotateto,0.1,"agent_2-actionmoveto-[-28.0, -294.0]"
969,agent_2-actionmoveto-key_4,0.5,agent_2-actionmoveto-agent_1,0.3,agent_2-actionwait,0.2,"agent_2-actionmoveto-[-28.0, -210.0]"
970,agent_2-actiongrab-key_4,0.6,agent_2-actionmoveto-key_4,0.3,agent_2-actionwait,0.1,"agent_2-actionmoveto-[70.00000000000011, -140.0]"
971,"agent_2-actionmoveto-[200, 226]",0.6,agent_2-actionwait,0.3,agent_2-actionspeak-hello,0.1,agent_2-actionmoveto-agent_1
972,agent_2-actionmoveto-agent_1,0.5,agent_2-actionwait,0.3,agent_2-actionfollowpointing-agent_1,0.2,"agent_2-actionmoveto-[308.0, -84.00000000000011]"
973,agent_2-actionwait,0.7,agent_2-actionmoveto-agent_1,0.2,agent_2-actionobserve-world,0.1,"agent_2-actionmoveto-[336.0, -28.0]"
974,agent_2-actionmoveto-agent_1,0.7,"agent_2-actionmoveto-[200, 226]",0.2,agent_2-actionwait,0.1,"agent_2-actionmoveto-[126.0, -224.0]"
975,agent_2-actiongrab-key_5,0.7,"agent_2-actionmoveto-[371, 8]",0.2,agent_2-actionwait,0.1,agent_2-actionmoveto-key_5
976,agent_2-actiongrab-key_5,0.7,agent_2-actionmoveto-box_4,0.2,agent_2-actionunlock-box_4,0.1,agent_2-actiongrab-key_5
977,agent_2-actionopen-box_4,0.95,agent_2-actionmoveto-box_4,0.03,agent_2-actionwait,0.02,agent_2-actionmoveto-box_4
978,Agent_2-ActionOpen-Box_4,0.85,Agent_2-ActionGrab-Key_5,0.1,Agent_2-ActionWait,0.05,agent_2-actionunlock-box_4
979,agent_2-actionmoveto-table_6,0.65,agent_2-actiongrab-chess_3,0.25,agent_2-actionmoveto-chess_3,0.1,agent_2-actionopen-box_4
980,agent_2-actionmoveto-agent_1,0.7,agent_2-actionplay-chess_3,0.2,agent_2-actionspeak-hello,0.1,agent_2-actionnodhead
981,agent_2-actionwavehand-agent_1,0.5,agent_2-actionspeak-hello,0.3,agent_2-actionplay-chess_3,0.2,agent_2-actionmoveto-table_6
982,agent_2-actiongrab-chess_3,0.7,agent_2-actionplay-chess_3,0.2,agent_2-actionspeak-hello,0.1,agent_2-actionopen-box_4
983,agent_2-actiongrab-chess_3,0.7,agent_2-actionmoveto-agent_1,0.2,agent_2-actionwait,0.1,agent_2-actiongrab-chess_3
984,agent_1-actionpointto-box_5,0.7,agent_1-actionwait,0.2,agent_1-actionspeak-thank,0.1,agent_1-actionnodhead
985,agent_1-actionspeak-thank,0.7,agent_1-actionwait,0.2,agent_1-actionopen-shelf_4,0.1,agent_1-actionpointto-shelf_4
986,agent_1-actionnodhead-agent_2,0.7,agent_1-actionpointto-box_5,0.2,agent_1-actionwait,0.1,agent_1-actionwait
987,agent_1-actionmoveto-banana_5,0.95,agent_1-actionwait,0.03,agent_1-actionrotateto-banana_5,0.02,agent_1-actionrotateto-banana_5
988,agent_1-actiongrab-banana_5,0.9,agent_1-actionmoveto-agent_2,0.05,agent_1-actionwait,0.05,agent_1-actionmoveto-banana_5
989,agent_1-actiongrab-banana_5,0.7,agent_1-actiongiveto-banana_5-agent_2,0.2,agent_1-actionmoveto-agent_2,0.1,agent_1-actiongrab-banana_5
990,agent_1-actiongiveto-banana_5-agent_2,0.9,agent_1-actionmoveto-agent_2,0.7,agent_1-actionspeak,0.4,agent_1-actionmoveto-agent_2
991,agent_1-actiongiveto-banana_5-agent_2,0.8,agent_1-actionmoveto-agent_2,0.15,agent_1-actionspeak-thank_you,0.05,agent_1-actiongiveto-banana_5
992,agent_2-actionmoveto-timer_3,0.5,agent_2-actionpointto-cup_6,0.3,agent_2-actionshakehead-agent_1,0.2,agent_2-actionmoveto-table_4
993,agent_2-actiongrab-timer_3,0.7,agent_2-actionputonto-timer_3-table_4,0.2,agent_2-actionwait,0.1,agent_2-actiongrab-table_4
994,agent_2-actionmoveto-cup_6,0.7,agent_2-actiongrab-timer_3,0.2,agent_2-actionmoveto-agent_1,0.1,"agent_2-actionrotateto-[-154.0, -406.0]"
995,agent_2-actiongrab-table_4,0.7,agent_2-actiongrab-timer_3,0.2,agent_2-actiongrab-cup_6,0.1,agent_2-actiongrab-table_4
996,agent_2-actiongrab-table_4,0.95,agent_2-actionmoveto-table_4,0.03,agent_2-actionwait,0.02,agent_2-actionmoveto-cup_6
997,agent_2-actiongrab-table_4,0.95,agent_2-actionmoveto-table_4,0.03,agent_2-actionrotateto-table_4,0.02,"agent_2-actionmoveto-[588.0, -14.0]"
998,agent_2-actiongrab-table_4,0.65,agent_2-actionmoveto-table_4,0.25,agent_2-actionrotateto-agent_1,0.1,agent_2-actionperform-drink
999,Agent_2-ActionGrab-Table_4,0.9,Agent_2-ActionMoveTo-Table_4,0.6,"Agent_2-ActionRotateTo-[-520, -671]",0.3,"agent_2-actionrotateto-[-602.0, -392.0]"
1000,agent_2-actiongrab-table_4,0.9,agent_2-actionmoveto-table_4,0.6,agent_2-actionrotateto-table_4,0.3,"agent_2-actionmoveto-[-518.0, -546.0]"
1001,agent_2-actiongrab-table_4,0.7,agent_2-actionmoveto-table_4,0.2,agent_2-actionrotateto-table_4,0.1,agent_2-actionshakehead
1002,agent_1-actiongrab-cup_3,0.85,agent_1-actionwait,0.1,agent_1-actionmovetoattention-agent_2,0.05,agent_1-actionmoveto-cup_3
1003,agent_1-actiongrab-cup_3,0.85,agent_1-actionputonto-cup_3-table_7,0.1,agent_1-actionmovetoattention-agent_2,0.05,agent_1-actiongrab-cup_3
1004,agent_1-actionmoveto-key_4,0.9,agent_1-actiongrab-key_4,0.4,agent_1-actionwait,0.1,"agent_1-actionrotateto-[392.0, 196.0]"
1005,agent_1-actiongrab-key_4,0.8,agent_1-actionmoveto-box_3,0.15,agent_1-actionopen-box_3,0.05,agent_1-actionmoveto-key_4
1006,agent_1-actiongrab-key_4,0.95,agent_1-actionmoveto-box_3,0.03,agent_1-actionwait,0.02,agent_1-actiongrab-key_4
1007,agent_1-actionopen-box_3,0.95,agent_1-actionmoveto-box_3,0.03,agent_1-actionwait,0.02,"agent_1-actionmoveto-[210.0, -182.0]"
1008,agent_1-actionopen-box_3,0.7,agent_1-actionwait,0.2,agent_1-actionputinto-key_4-box_3,0.1,agent_1-actionmoveto-box_3
1009,actionwait,0.2,actionputinto-key_4-box_3,1.0,actionwait,1.0,agent_1-actionunlock-box_3
1010,agent_1-actionopen-box_3,0.95,agent_1-actionwait,0.03,agent_1-actionrotateto-box_3,0.02,agent_1-actionopen-box_3
1011,agent_2-actionmoveto-dumbbell_5,0.6,agent_2-actionmoveto-box_4,0.3,agent_2-actionrotateto-dumbbell_5,0.1,agent_2-actionmoveto-dumbbell_5
1012,agent_2-actiongrab-dumbbell_5,0.8,agent_2-actionmoveto-box_4,0.15,agent_2-actionwait,0.05,agent_2-actiongrab-dumbbell_5
1013,agent_2-actionwavehand-agent_1,0.65,agent_2-actionpointto-dumbbell_5,0.25,agent_2-actionmoveto-agent_1,0.1,agent_2-actionrotateto-agent_1
1014,agent_2-actionwavehand-agent_1,0.5,agent_2-actionspeak-hello,0.3,agent_2-actionmoveto-agent_1,0.2,agent_2-actionpointto-box_4
1015,agent_2-actionpointto-box_4,0.6,agent_2-actionwavehand-agent_1,0.3,agent_2-actionspeak-hello,0.1,agent_2-actionputdown-dumbbell_5
1016,agent_2-actionpointto-box_4,0.5,agent_2-actionmoveto-dumbbell_5,0.3,agent_2-actionspeak-hello,0.2,agent_2-actionopen-box_4
1017,agent_2-actionmoveto-box_4,0.5,agent_2-actionspeak-hello,0.3,agent_2-actionpointto-box_4,0.2,agent_2-actionrotateto-box_4
1018,agent_1-actionmoveto-box_5,0.7,agent_1-actionopen-box_5,0.2,agent_1-actionwait,0.1,agent_1-actionmoveto-box_5
1019,agent_1-actiongrab-banana_3,0.8,agent_1-actionwait,0.15,agent_1-actionspeak-thank_you,0.05,agent_1-actionopen-box_5
1020,agent_1-actionopen-shelf_4,0.6,agent_1-actiongrab-banana_3,0.3,agent_1-actionputonto-banana_3-shelf_4,0.1,agent_1-actiongrab-banana_3
1021,agent_1-actionputonto-banana_3-shelf_4,0.7,agent_1-actioneat-banana_3,0.2,agent_1-actionmoveto-shelf_4,0.1,agent_1-actionmoveto-shelf_4
1022,agent_1-actionputinto-banana_3-shelf_4,0.85,agent_1-actiongrab-cup_6,0.1,agent_1-actionspeak-thank_you,0.05,agent_1-actionopen-shelf_4
1023,agent_1-actionputinto-banana_3-shelf_4,0.8,agent_1-actionputinto-banana_3-cup_6,0.6,agent_1-actioneat-banana_3,0.3,agent_1-actionputinto-banana_3
1024,agent_1-actiongrab-cup_3,0.95,agent_1-actionwait,0.03,agent_1-actionspeak-thank_you,0.02,agent_1-actionmoveto-cup_3
1025,agent_1-actiongrab-cup_3,0.8,agent_1-actionpointto-cup_3,0.15,agent_1-actionwait,0.05,agent_1-actiongrab-cup_3
1026,agent_1-actionwavehand-agent_2,0.6,agent_1-actionspeak-hello,0.3,agent_1-actionmoveto-box_6,0.1,agent_1-actionspeak-hello!
1027,agent_1-actionpointto-box_6,0.6,agent_1-actionwavehand-agent_2,0.3,agent_1-actionspeak-thank_you,0.1,agent_1-actionpointto-box_6
1028,agent_1-actiongrab-chess_5,0.7,agent_1-actionplay-chess_5,0.2,agent_1-actionpointto-chess_5,0.1,agent_1-actionmoveto-box_6
1029,agent_1-actiongrab-chess_5,0.7,agent_1-actionplay-chess_5,0.2,agent_1-actionpointto-agent_2,0.1,agent_1-actionopen-box_6
1030,agent_1-actiongrab-chess_5,0.5,agent_1-actionplay-chess_5,0.3,agent_1-actionwavehand-agent_2,0.2,agent_1-actionplay-chess_5
1031,agent_2-actionopen-box_4,0.5,agent_2-actionpointto-box_4,0.3,agent_2-actionwait,0.2,agent_2-actionmoveto-box_4
1032,agent_2-actionmoveto-box_4,0.8,agent_2-actiongrab-chess_3,0.15,agent_2-actionspeak-thank you,0.05,agent_2-actionopen-box_4
1033,agent_2-actionplay-chess_5,0.5,agent_2-actiongrab-chess_5,0.3,agent_2-actionmoveto-agent_1,0.2,agent_2-actionmoveto-agent_1
1034,agent_2-actionplay-chess_5,0.7,agent_2-actiongiveto-chess_5-agent_1,0.2,agent_2-actiongrab-chess_5,0.1,agent_2-actionmoveto-box_6
1035,agent_2-actionplay-chess_5,0.8,agent_2-actionnodhead-agent_1,0.6,agent_2-actionspeak-thank_you,0.3,agent_2-actionplay-chess_5
1036,agent_1-actionmoveto-box_4,0.7,agent_1-actionmoveto-box_5,0.2,agent_1-actionwait,0.1,"agent_1-actionmoveto-[-280.0, 28.0]"
1037,agent_1-actiongrab-key_3,0.9,agent_1-actionmoveto-box_4,0.7,agent_1-actionwait,0.1,agent_1-actionmoveto-box_5
1038,agent_1-actiongrab-key_3,0.9,agent_1-actionmoveto-box_4,0.65,agent_1-actionwait,0.2,agent_1-actionopen-box_5
1039,agent_1-actionopen-box_4,0.9,agent_1-actiongrab-dumbbell_6,0.7,agent_1-actionmoveto-table_7,0.5,agent_1-actiongrab-key_3
1040,agent_1-actionputinto-key_3-box_4,0.9,agent_1-actiongrab-dumbbell_6,0.7,agent_1-actionmoveto-table_7,0.4,agent_1-actionmoveto-box_4
1041,agent_1-actiongrab-dumbbell_6,0.7,agent_1-actionputonto-dumbbell_6-table_7,0.25,agent_1-actionspeak-thank,0.05,agent_1-actionunlock-box_4
1042,agent_1-actionputonto-dumbbell_6-table_7,0.9,agent_1-actiongrab-dumbbell_6,0.08,agent_1-actionmoveto-table_7,0.02,agent_1-actionopen-box_4
1043,agent_1-actionputonto-dumbbell_6-table_7,0.95,agent_1-actiongrab-dumbbell_6,0.65,agent_1-actionspeak-thank,0.1,agent_1-actiongrab-dumbbell_6
1044,agent_1-actionputonto-dumbbell_6-table_7,0.9,agent_1-actiongrab-dumbbell_6,0.08,agent_1-actionmoveto-table_7,0.02,agent_1-actionmoveto-table_7
1045,agent_1-actionmoveto-box_4,0.6,agent_1-actionpointto-box_4,0.3,agent_1-actionwait,0.1,agent_1-actionmoveto-box_4
1046,agent_1-actionplay-chess_7,0.5,agent_1-actiongrab-chess_7,0.3,agent_1-actionpointto-chess_7,0.2,agent_1-actionopen-box_4
1047,agent_1-actionpointto-chess_7,0.6,agent_1-actionplay-chess_7,0.3,agent_1-actionwavehand-agent_2,0.1,agent_1-actionmovetoattention-agent_2
1048,agent_1-actionfollowpointing-agent_2,0.5,agent_1-actionmoveto-box_4,0.3,agent_1-actionspeak-thank,0.2,agent_1-actionfollowpointing-agent_2
1049,agent_1-actionplay-chess_7,0.6,agent_1-actionmoveto-box_4,0.3,agent_1-actionspeak-thank,0.1,"agent_1-actionmoveto-[70.00000000000011, 14.0]"
1050,agent_1-actionputinto-books_3-box_4,0.4,agent_1-actionplay-chess_7,0.35,agent_1-actionmoveto-box_5,0.25,agent_1-actionshakehead
1051,agent_1-actionplay-chess_7,0.8,agent_1-actiongrab-chess_7,0.6,agent_1-actionspeak-thank,0.3,agent_1-actionfollowpointing-agent_2
1052,agent_1-actionplay-chess_7,0.5,agent_1-actiongrab-chess_7,0.3,agent_1-actionwait,0.2,agent_1-actionmoveto-chess_7
1053,agent_1-actionplay-chess_7,0.7,agent_1-actiongrab-chess_7,0.2,agent_1-actionshakehead-agent_2,0.1,agent_1-actiongrab-chess_7
1054,agent_1-actionplay-chess_7,0.7,agent_1-actionspeak-thank,0.2,agent_1-actionmoveto-box_4,0.1,"agent_1-actionmoveto-[279.9999999999999, -364.0]"
1055,agent_2-actionwavehand-agent_1,0.6,agent_2-actionspeak-hello,0.3,agent_2-actionwait,0.1,agent_2-actionspeak-hello!
1056,agent_2-actionshakehead-agent_1,0.6,agent_2-actionspeak-hello,0.3,agent_2-actionwait,0.1,agent_2-actionwait
1057,agent_2-actionshakehead-agent_1,0.5,agent_2-actionspeak-hello,0.3,agent_2-actionwait,0.2,agent_2-actionwait
1058,agent_2-actionwait,0.3,agent_2-actionspeak-hello,0.2,agent_1-harm-me-na,1.0,agent_2-actionwait
1059,agent_2-actionwait,0.65,agent_2-actionshakehead-agent_1,0.25,agent_2-actionspeak-hello,0.1,agent_2-actionwait
1060,agent_2-actionwait,0.85,agent_2-actionspeak-hello,0.1,agent_2-actionwavehand-agent_1,0.05,agent_2-actionwait
1061,agent_2-actionwait,0.5,agent_2-actionspeak-hello,0.3,"agent_2-actionrotateto-[602.0, 112.0]",0.2,agent_2-actionpointto-key_3
1062,agent_2-actionwait,0.65,agent_2-actionshakehead-agent_1,0.25,agent_2-actionspeak,0.1,agent_2-actionwait
1063,agent_2-actionshakehead-agent_1,0.5,agent_2-actionwait,0.3,agent_2-actionwavehand-agent_1,0.2,agent_2-actionwait
1064,agent_2-actionwait,0.5,agent_2-actionshakehead-agent_1,0.3,agent_2-actionspeak-hello,0.2,agent_2-actionwait
1065,agent_1-actionmoveto-table_4,0.6,agent_1-actionrotateto-table_4,0.3,agent_1-actionwait,0.1,agent_1-actionmoveto-books_3
1066,agent_1-actiongrab-books_3,0.85,agent_1-actionmoveto-table_4,0.12,agent_1-actionspeak-thank_you,0.03,agent_1-actiongrab-books_3
1067,agent_1-actionputonto-books_3-table_4,0.95,agent_1-actionwait,0.03,agent_1-actionmoveto-table_4,0.02,agent_1-actionmoveto-table_4
1068,agent_1-actionputonto-books_3-table_4,0.95,agent_1-actionmoveto-table_4,0.03,agent_1-actionwait,0.02,agent_1-actionputonto-books_3
1069,agent_1-actionmoveto-table_4,0.6,agent_1-actionmoveto-agent_2,0.3,agent_1-actionwait,0.1,agent_1-actionwavehand
1070,agent_1-actionspeak-hello,0.85,agent_1-actionwavehand-agent_2,0.65,agent_1-actionwait,0.4,agent_1-actionspeak-hello!
1071,agent_1-actionnodhead-agent_2,0.6,agent_1-actionspeak-thank,0.3,agent_1-actionwait,0.1,agent_1-actionrotateto-agent_2
1072,agent_1-actionspeak-thank,0.7,agent_1-actionwait,0.2,agent_1-actionwavehand-agent_2,0.1,"agent_1-actionmoveto-[-322.0, -364.0]"
1073,actionwait,0.3,actionmoveto,0.5,actionwait,0.3,"agent_1-actionrotateto-[-490.0, -420.0]"
1074,"agent_1-actionmoveto-[-75,124]",0.6,"agent_1-actionmoveto-[-168.0,-224.0]",0.3,agent_1-actionspeak-thank you,0.1,"agent_1-actionmoveto-[-420.0, -196.0]"
1075,agent_2-actionfollowpointing-agent_1,0.8,agent_2-actionmoveto-agent_1,0.15,agent_2-actionspeak-hello,0.05,agent_2-actionmoveto-books_6
1076,agent_2-actiongrab-books_6,0.8,agent_2-actiongiveto-books_6-agent_1,0.15,agent_2-actionspeak,0.05,agent_2-actiongrab-books_6
1077,agent_2-actiongiveto-books_6-agent_1,0.7,agent_2-actionmoveto-agent_1,0.2,agent_2-actionputonto-books_6-box_7,0.1,agent_2-actionmoveto-agent_1
1078,agent_2-actionputinto-books_6-box_7,0.95,agent_2-actiongiveto-books_6-agent_1,0.03,agent_2-actionpointto-box_7,0.02,agent_2-actionmoveto-box_7
1079,agent_2-actionnodhead-agent_1,0.7,agent_2-actionspeak-thank,0.2,agent_2-actionwait,0.1,agent_2-actionopen-box_7
1080,agent_2-actionclose-box_5,0.6,agent_2-actiongrab-books_3,0.3,agent_2-actionwait,0.1,agent_2-actionputinto-books_6
1081,agent_2-actionspeak-thank,0.6,agent_2-actionnodhead-agent_1,0.3,agent_2-actionmoveto-box_5,0.1,agent_2-actionnodhead
1082,agent_2-actiongrab-books_3,0.7,agent_2-actionmoveto-table_4,0.2,agent_2-actionwait,0.1,agent_2-actionmoveto-box_5
1083,agent_2-actiongrab-books_3,0.7,agent_2-actionmoveto-table_4,0.2,agent_2-actionnodhead-agent_1,0.1,agent_2-actionopen-box_5
1084,agent_2-actiongrab-books_3,0.8,agent_2-actionmoveto-table_4,0.6,agent_2-actionputonto-books_3-table_4,0.4,agent_2-actiongrab-books_3
1085,agent_1-actionmoveto-agent_2,0.5,agent_1-actionspeak-hello,0.3,agent_1-actionwavehand-agent_2,0.2,"agent_1-actionrotateto-[-266.0, -476.0]"
1086,agent_1-actionplay-chess_3,0.7,agent_1-actionpointto-chess_3,0.2,agent_1-actionspeak-hello,0.1,agent_1-actionmoveto-chess_3
1087,agent_1-actionplay-chess_3,0.85,agent_1-actionspeak-hello,0.1,agent_1-actionwait,0.05,agent_1-actionplay-chess_3
1088,"Agent_1-ActionMoveTo-[-147, -155]",0.6,Agent_1-ActionMoveToAttention-Agent_2,0.3,Agent_1-ActionWait,0.1,agent_1-actionplay-chess_3
1089,"agent_1-actionmoveto-[-79,130]",0.6,"agent_1-actionmoveto-[-55,-155]",0.3,agent_1-actionwait,0.1,agent_1-actionmoveto-cup_4
